,Unnamed: 0.1,Unnamed: 0,precursor_combination,plate_number,turbidity,turbidity_label,turbidity_binary,tri_name,di_name,di_smiles,tri_smiles,di_cactvs_fingerprint,di_charge,di_complexity,di_covalent_unit_count,di_defined_atom_stereo_count,di_defined_bond_stereo_count,di_exact_mass,di_h_bond_acceptor_count,di_h_bond_donor_count,di_heavy_atom_count,di_xlogp,di_molecular_weight,di_rotatable_bond_count,di_tpsa,tri_cactvs_fingerprint,tri_charge,tri_complexity,tri_covalent_unit_count,tri_defined_atom_stereo_count,tri_defined_bond_stereo_count,tri_exact_mass,tri_h_bond_acceptor_count,tri_h_bond_donor_count,tri_heavy_atom_count,tri_xlogp,tri_molecular_weight,tri_rotatable_bond_count,tri_tpsa,di_arom_group,tri_arom_group
296,296,296,R19,4,57.99663585,turbid,0,TriR,Di19,N[C@H]1CN(Cc2ccccc2)C[C@@H]1N,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371E0730000000000000000000000000000000160000000300000000000000000010000001C00100000000C28C1180430008340000080022042000082000020000008888008048808602280D1119420086090008888071080000E00000000000000000000000000000000000000000000,0,167.0,1,2,0,191.142247555,3,2,14,-0.2,191.27,2,55.3,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,1,4
297,297,297,R20,4,49.72690156,dissolved,1,TriR,Di20,N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371E0730000000000000000000000000000000000000000306000000000000000014000001C00100000000C28C118043000804000008002204200008200002000000888800004880860228091118020006090000888071080C00E00000000000000000000000000000000000000000000,0,171.0,1,2,0,212.131348519,2,2,16,1.4,212.29,3,52.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,2,4
298,298,298,R21,4,69.2172913,turbid,0,TriR,Di21,Nc1ccc(Oc2ccc(N)cc2)cc1,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0732000000000000000000000000000000000000000306000000000000000014000001E0010000000080C81900030C680400400800024424000820800202200088800066C880C262284B19B823820E4D01108E807B040000000400000000000000080000000000000000000000000,0,162.0,1,0,0,200.094963011,3,2,15,1.4,200.24,2,61.3,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,2,4
299,299,299,R22,4,48.6307668,dissolved,1,TriR,Di22,NC1=NON=C1N,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,000003718043A000000000000000000000000000000160000000000000000000000000018000000C0014000000000001020001B010500000A100022062000000040010002000000010020040000000000000000000800000000000000000000000000000000000000000000000000000000000,0,58.7,1,0,0,100.03851076,5,2,7,-0.5,100.08,0,91.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,1,4
300,300,300,R23,4,51.32425717,dissolved,1,TriR,Di23,N[C@H]1CCC[C@H](C1)N,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0,64.9,1,2,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
301,301,301,R24,4,45.26724421,dissolved,1,TriR,Di24,N[C@@H]1[C@H](CCCC1)N,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C100040000004000000000000000000000000000000000800000000040020080000000000010000000011000000000000000000000000000000000000040000000000000,0,62.9,1,2,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
302,302,302,R25,1,29.39268354,dissolved,1,TriR,Di25,NCCCCCCNCCCCCCN,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371E0730000000000000000000000000000000000000000000000000000000000000000001C00100000000800C10004000002C000000000000000000000000000000000800800000000020080000400000010008000011000000000000000000000000000000000000000000000000000,0,95.0,1,0,0,215.236147938,3,3,15,0.8,215.38,12,64.1,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
303,303,303,R26,1,26.07187303,dissolved,1,TriR,Di26,NCCCCCCN,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371E0630000000000000000000000000000000000000000000000000000000000000000001C00100000000800C100040000004000000000000000000000000000000000800000000000020080000000000010000000011000000000000000000000000000000000000000000000000000,0,31.5,1,0,0,116.131348519,2,2,8,-0.2,116.20,5,52.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
304,304,304,R27,4,22.63486876,dissolved,1,TriR,Di27,NCc1ccc(CN)cc1,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080000E40000000000000008000000000000000000000000000,0,73.3,1,0,0,136.100048391,2,2,10,-0.4,136.19,2,52.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,1,4
305,305,305,R28,4,22.02608882,dissolved,1,TriR,Di28,NCC1CCC(CN)CC1,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371E0730000000000000000000000000000000000000000300000000000000000000000001C00100000000D00C100040000004000000000000000000000000000000000800000000000020080000000000010000000011080000E00000000000000008000000000000000000000000000,0,73.3,1,0,0,142.146998583,2,2,10,0.1,142.24,2,52.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
306,306,306,R29,4,21.68321131,dissolved,1,TriR,Di29,CN(CCCN)CCCN,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371E0630000000000000000000000000000000000000000000000000000000000000000001C00100000000800C100040200034000000000000000000000000000000000800800000000000040000400000010008000000000000000000000000000000000000000000000000000000000,0,57.9,1,0,0,145.157897619,3,2,10,-0.9,145.25,6,55.3,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
307,307,307,R30,4,22.09904976,dissolved,1,TriR,Di30,NCCOCCN,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0632000000000000000000000000000000000000000000000000000000000000000001E00100000000000E180060000004004000000000000000000000000000000800000000200000000000300000010000000000000000000000000000000000000000000000000000000000000,0,28.9,1,0,0,104.094963011,3,2,7,-1.8,104.15,4,61.3,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
308,308,308,R31,4,22.18454512,dissolved,1,TriR,Di31,NCC1=CC(CN)=CC=C1,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.100048391,2,2,10,-0.3,136.19,2,52.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,1,4
309,309,309,R32,4,22.40111655,dissolved,1,TriR,Di32,NCC(CN)O,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0432000000000000000000000000000000000000000000000000000000000000000001E00100800000814E180060000004002000000000000000000000000000000800000000210000040000000000010000000000000000000000000000000000000000000000000000000000000,0,28.0,1,0,0,90.079312947,3,3,6,-2.3,90.12,2,72.3,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
310,310,310,R33,4,20.81642682,dissolved,1,TriR,Di33,NCCCC[C@H](N)C(=O)O,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0633000000000000000000000000000000000000000000000000000000000000000001E00100800000828C180040008004002000800009008000000000000000000818000000200120080000040000410000000019848000000000000000000000000000000000000000000000000,0,106.0,1,1,0,146.105527694,4,3,10,-3.0,146.19,5,89.3,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
311,311,311,R34,4,22.20278354,dissolved,1,TriR,Di34,N[C@H]1CC[C@H](N)CC1,O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C100040000004000000000000000000000000000000000800000000000020080000000000010000000011000000000000000000000000001000000000000000000000000,0,54.9,1,0,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,00000371E07838000000000000000000000000000000000000003060C1800000000000015400001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A4C01108A98788EC68CE20000200000000004000040000000000000000000000,0.0,556.0,1.0,0.0,0.0,480.15728848,6.0,0.0,36.0,4.7,480.5,12.0,78.9,0,4
312,312,312,S17,2,30.89141556,dissolved,1,TriS,Di17,NCCN,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0430000000000000000000000000000000000000000000000000000000000000000001C00100000000000C100040000004000000000000000000000000000000000800000000040000000000000000010000000000000000000000000000000000000000000000000000000000000,0,6.0,1,0,0,60.068748264,2,2,4,-2.0,60.10,1,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
313,313,313,S18,3,24.34526304,dissolved,1,TriS,Di18,CC(C)(CN)CN,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0630000000000000000000000000000000000000000000000000000000000000000001C00100000000E00C100040200004000000000000000000000000000000000800000000000000040000000000000000000000000000000000000000000000000000000000000000000000000,0,44.0,1,0,0,102.115698455,2,2,7,-0.5,102.18,2,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
314,314,314,S19,3,43.84408428,dissolved,1,TriS,Di19,N[C@H]1CN(Cc2ccccc2)C[C@@H]1N,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371E0730000000000000000000000000000000160000000300000000000000000010000001C00100000000C28C1180430008340000080022042000082000020000008888008048808602280D1119420086090008888071080000E00000000000000000000000000000000000000000000,0,167.0,1,2,0,191.142247555,3,2,14,-0.2,191.27,2,55.3,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,1,2
315,315,315,S20,3,30.90478972,dissolved,1,TriS,Di20,N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371E0730000000000000000000000000000000000000000306000000000000000014000001C00100000000C28C118043000804000008002204200008200002000000888800004880860228091118020006090000888071080C00E00000000000000000000000000000000000000000000,0,171.0,1,2,0,212.131348519,2,2,16,1.4,212.29,3,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,2,2
316,316,316,S21,2,32.05368653,dissolved,1,TriS,Di21,Nc1ccc(Oc2ccc(N)cc2)cc1,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0732000000000000000000000000000000000000000306000000000000000014000001E0010000000080C81900030C680400400800024424000820800202200088800066C880C262284B19B823820E4D01108E807B040000000400000000000000080000000000000000000000000,0,162.0,1,0,0,200.094963011,3,2,15,1.4,200.24,2,61.3,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,2,2
317,317,317,S22,3,26.84573546,dissolved,1,TriS,Di22,NC1=NON=C1N,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,000003718043A000000000000000000000000000000160000000000000000000000000018000000C0014000000000001020001B010500000A100022062000000040010002000000010020040000000000000000000800000000000000000000000000000000000000000000000000000000000,0,58.7,1,0,0,100.03851076,5,2,7,-0.5,100.08,0,91.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,1,2
318,318,318,S23,3,33.22625916,dissolved,1,TriS,Di23,N[C@H]1CCC[C@H](C1)N,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0,64.9,1,2,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
319,319,319,S24,3,24.80413331,dissolved,1,TriS,Di24,N[C@@H]1[C@H](CCCC1)N,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C100040000004000000000000000000000000000000000800000000040020080000000000010000000011000000000000000000000000000000000000040000000000000,0,62.9,1,2,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
320,320,320,S25,3,26.12443913,dissolved,1,TriS,Di25,NCCCCCCNCCCCCCN,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371E0730000000000000000000000000000000000000000000000000000000000000000001C00100000000800C10004000002C000000000000000000000000000000000800800000000020080000400000010008000011000000000000000000000000000000000000000000000000000,0,95.0,1,0,0,215.236147938,3,3,15,0.8,215.38,12,64.1,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
321,321,321,S26,3,27.0857203,dissolved,1,TriS,Di26,NCCCCCCN,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371E0630000000000000000000000000000000000000000000000000000000000000000001C00100000000800C100040000004000000000000000000000000000000000800000000000020080000000000010000000011000000000000000000000000000000000000000000000000000,0,31.5,1,0,0,116.131348519,2,2,8,-0.2,116.20,5,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
322,322,322,S27,3,40.32279456,dissolved,1,TriS,Di27,NCc1ccc(CN)cc1,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080000E40000000000000008000000000000000000000000000,0,73.3,1,0,0,136.100048391,2,2,10,-0.4,136.19,2,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,1,2
323,323,323,S28,3,37.14552319,dissolved,1,TriS,Di28,NCC1CCC(CN)CC1,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371E0730000000000000000000000000000000000000000300000000000000000000000001C00100000000D00C100040000004000000000000000000000000000000000800000000000020080000000000010000000011080000E00000000000000008000000000000000000000000000,0,73.3,1,0,0,142.146998583,2,2,10,0.1,142.24,2,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
324,324,324,S29,3,30.38120164,dissolved,1,TriS,Di29,CN(CCCN)CCCN,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371E0630000000000000000000000000000000000000000000000000000000000000000001C00100000000800C100040200034000000000000000000000000000000000800800000000000040000400000010008000000000000000000000000000000000000000000000000000000000,0,57.9,1,0,0,145.157897619,3,2,10,-0.9,145.25,6,55.3,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
325,325,325,S30,3,30.07945817,dissolved,1,TriS,Di30,NCCOCCN,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0632000000000000000000000000000000000000000000000000000000000000000001E00100000000000E180060000004004000000000000000000000000000000800000000200000000000300000010000000000000000000000000000000000000000000000000000000000000,0,28.9,1,0,0,104.094963011,3,2,7,-1.8,104.15,4,61.3,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
326,326,326,S31,3,39.05673508,dissolved,1,TriS,Di31,NCC1=CC(CN)=CC=C1,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.100048391,2,2,10,-0.3,136.19,2,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,1,2
327,327,327,S32,3,32.29829156,dissolved,1,TriS,Di32,NCC(CN)O,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0432000000000000000000000000000000000000000000000000000000000000000001E00100800000814E180060000004002000000000000000000000000000000800000000210000040000000000010000000000000000000000000000000000000000000000000000000000000,0,28.0,1,0,0,90.079312947,3,3,6,-2.3,90.12,2,72.3,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
328,328,328,S33,3,24.59315812,dissolved,1,TriS,Di33,NCCCC[C@H](N)C(=O)O,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0633000000000000000000000000000000000000000000000000000000000000000001E00100800000828C180040008004002000800009008000000000000000000818000000200120080000040000410000000019848000000000000000000000000000000000000000000000000,0,106.0,1,1,0,146.105527694,4,3,10,-3.0,146.19,5,89.3,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
329,329,329,S34,3,40.12649297,dissolved,1,TriS,Di34,N[C@H]1CC[C@H](N)CC1,O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C100040000004000000000000000000000000000000000800000000000020080000000000010000000011000000000000000000000000001000000000000000000000000,0,54.9,1,0,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,00000371C0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300080000000C812285280080200002400000888010000C8082032801510802100208000088987088A408E40000200000000008000040000000000000000000000,0.0,404.0,1.0,0.0,0.0,262.062994177,3.0,0.0,20.0,2.3,262.26,5.0,51.2,0,2
330,330,330,T17,2,75.35679881,turbid,0,TriT,Di17,NCCN,O=Cc1c(O)c(C=O)c(O)c(C=O)c1O,00000371C0430000000000000000000000000000000000000000000000000000000000000000001C00100000000000C100040000004000000000000000000000000000000000800000000040000000000000000010000000000000000000000000000000000000000000000000000000000000,0,6.0,1,0,0,60.068748264,2,2,4,-2.0,60.10,1,52.0,0000037180703800000000000000000000000000000000000000300000000000000000010000001A00000800000C04A098020006800002008802085080000200002420000088010408C808273682141280714025E01508990788EE64CE20000208000800004000041000100000000000000000,0.0,205.0,1.0,0.0,0.0,210.01643791,6.0,3.0,15.0,0.9,210.14,3.0,112.0,0,1
331,331,331,T18,3,33.85985464,dissolved,1,TriT,Di18,CC(C)(CN)CN,O=Cc1c(O)c(C=O)c(O)c(C=O)c1O,00000371C0630000000000000000000000000000000000000000000000000000000000000000001C00100000000E00C100040200004000000000000000000000000000000000800000000000000040000000000000000000000000000000000000000000000000000000000000000000000000,0,44.0,1,0,0,102.115698455,2,2,7,-0.5,102.18,2,52.0,0000037180703800000000000000000000000000000000000000300000000000000000010000001A00000800000C04A098020006800002008802085080000200002420000088010408C808273682141280714025E01508990788EE64CE20000208000800004000041000100000000000000000,0.0,205.0,1.0,0.0,0.0,210.01643791,6.0,3.0,15.0,0.9,210.14,3.0,112.0,0,1
332,332,332,T19,3,42.69906911,dissolved,1,TriT,Di19,N[C@H]1CN(Cc2ccccc2)C[C@@H]1N,O=Cc1c(O)c(C=O)c(O)c(C=O)c1O,00000371E0730000000000000000000000000000000160000000300000000000000000010000001C00100000000C28C1180430008340000080022042000082000020000008888008048808602280D1119420086090008888071080000E00000000000000000000000000000000000000000000,0,167.0,1,2,0,191.142247555,3,2,14,-0.2,191.27,2,55.3,0000037180703800000000000000000000000000000000000000300000000000000000010000001A00000800000C04A098020006800002008802085080000200002420000088010408C808273682141280714025E01508990788EE64CE20000208000800004000041000100000000000000000,0.0,205.0,1.0,0.0,0.0,210.01643791,6.0,3.0,15.0,0.9,210.14,3.0,112.0,1,1
